customerID,gender,SeniorCitizen,Partner,Dependents,tenure,Contract,PaperlessBilling,PaymentMethod,Churn,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,MonthlyCharges,TotalCharges,tenure_bucket,num_services,avg_charge_per_service,charge_to_tenure_ratio,is_month_to_month,has_internet,senior_and_alone
8375-DKEBR,Female,1,No,No,1,Month-to-month,Yes,Electronic check,Yes,Yes,No,Fiber optic,No,No,No,No,No,No,69.6,69.6,0-1yr,0,69.6,69.6,1,1,1
9705-IOVQQ,Male,1,Yes,Yes,61,One year,No,Electronic check,No,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,99.0,5969.3,4yr+,3,24.75,97.85737704918033,0,1,0
1015-OWJKI,Male,0,No,No,1,Month-to-month,No,Mailed check,No,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,19.05,19.05,0-1yr,0,19.05,19.05,1,0,0
7511-YMXVQ,Male,0,No,No,9,Month-to-month,Yes,Electronic check,Yes,No,No phone service,DSL,No,No,No,No,Yes,Yes,45.4,418.8,0-1yr,2,15.133333333333333,46.53333333333333,1,1,0
2040-XBAVJ,Male,0,Yes,Yes,72,Two year,No,Bank transfer (automatic),No,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,114.45,8100.55,4yr+,6,16.35,112.50763888888889,0,1,0
7551-JOHTI,Female,0,No,No,1,Month-to-month,No,Mailed check,Yes,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,19.5,19.5,0-1yr,0,19.5,19.5,1,0,0
8887-IPQNC,Female,0,Yes,No,7,Month-to-month,Yes,Mailed check,No,Yes,No,DSL,No,No,No,No,No,No,44.25,313.45,0-1yr,0,44.25,44.778571428571425,1,1,0
8646-JCOMS,Female,0,Yes,No,66,One year,Yes,Bank transfer (automatic),No,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,No,No,90.55,6130.95,4yr+,3,22.6375,92.89318181818182,0,1,0
9804-ICWBG,Male,0,No,No,1,Month-to-month,Yes,Electronic check,Yes,Yes,No,Fiber optic,No,No,No,No,No,No,69.9,69.9,0-1yr,0,69.9,69.9,1,1,0
1222-KJNZD,Male,0,Yes,Yes,40,Month-to-month,Yes,Bank transfer (automatic),No,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,20.4,745.3,2-4yr,0,20.4,18.6325,1,0,0
0106-GHRQR,Male,0,No,No,16,Month-to-month,Yes,Bank transfer (automatic),No,Yes,Yes,DSL,No,Yes,Yes,No,No,Yes,71.4,1212.1,1-2yr,3,17.85,75.75625,1,1,0
5318-IXUZF,Female,0,No,No,2,Month-to-month,Yes,Bank transfer (automatic),Yes,Yes,No,Fiber optic,No,Yes,No,No,Yes,No,87.15,183.75,0-1yr,2,29.05,91.875,1,1,0
3768-VHXQO,Male,0,Yes,No,67,Two year,No,Credit card (automatic),No,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,24.85,1583.5,4yr+,0,24.85,23.634328358208954,0,0,0
8952-WCVCD,Female,0,Yes,No,41,One year,Yes,Bank transfer (automatic),No,Yes,No,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,104.45,4162.05,2-4yr,5,17.408333333333335,101.51341463414634,0,1,0
2418-TPEUN,Female,0,Yes,Yes,56,Two year,Yes,Credit card (automatic),No,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,19.8,1119.9,4yr+,0,19.8,19.998214285714287,0,0,0
3963-RYFNS,Female,0,No,No,72,Two year,Yes,Bank transfer (automatic),No,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,116.45,8013.55,4yr+,6,16.635714285714286,111.29930555555556,0,1,0
3198-VELRD,Female,0,Yes,Yes,3,Month-to-month,Yes,Bank transfer (automatic),Yes,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,84.75,264.85,0-1yr,1,42.375,88.28333333333335,1,1,0
8540-ZQGEA,Female,0,Yes,No,54,Two year,No,Credit card (automatic),No,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,20.05,1102.4,4yr+,0,20.05,20.414814814814818,0,0,0
1320-REHCS,Male,1,No,No,52,Month-to-month,Yes,Electronic check,No,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,110.75,5832.0,4yr+,5,18.458333333333332,112.15384615384616,1,1,1
4137-JOPHL,Female,0,No,No,50,Two year,Yes,Bank transfer (automatic),No,Yes,No,Fiber optic,No,No,Yes,Yes,No,Yes,89.7,4304.5,4yr+,3,22.425,86.09,0,1,0
9436-ZBZCT,Male,0,No,No,14,Month-to-month,Yes,Electronic check,Yes,Yes,Yes,Fiber optic,No,No,No,Yes,Yes,No,89.95,1178.4,1-2yr,2,29.983333333333334,84.17142857142858,1,1,0
7801-CEDNV,Male,0,Yes,No,27,One year,No,Credit card (automatic),No,Yes,No,DSL,Yes,No,No,No,No,No,48.7,1421.75,2-4yr,1,24.35,52.657407407407405,0,1,0
2057-BOYKM,Female,1,Yes,No,72,Two year,Yes,Bank transfer (automatic),No,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,No,No,96.6,6827.5,4yr+,4,19.32,94.82638888888889,0,1,0
3658-QQJYD,Male,0,No,No,62,One year,Yes,Credit card (automatic),No,Yes,No,DSL,Yes,Yes,No,No,Yes,Yes,74.3,4698.05,4yr+,4,14.86,75.775,0,1,0
1803-BGNBD,Female,0,No,No,12,Month-to-month,Yes,Electronic check,No,Yes,No,DSL,No,Yes,No,Yes,No,No,54.3,654.5,0-1yr,2,18.099999999999998,54.541666666666664,1,1,0
0134-XWXCE,Female,1,No,No,44,One year,No,Bank transfer (automatic),No,Yes,No,DSL,No,No,Yes,Yes,Yes,Yes,74.85,3268.05,2-4yr,4,14.969999999999999,74.27386363636364,0,1,1
6950-TWMYB,Male,0,Yes,Yes,54,Two year,Yes,Bank transfer (automatic),No,Yes,No,Fiber optic,No,Yes,No,Yes,No,No,79.95,4362.05,4yr+,2,26.650000000000002,80.77870370370371,0,1,0
5848-FHRFC,Female,0,No,No,68,Two year,No,Bank transfer (automatic),No,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,20.05,1386.9,4yr+,0,20.05,20.39558823529412,0,0,0
2243-FNMMI,Male,0,No,No,20,Month-to-month,No,Mailed check,No,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,19.4,415.4,1-2yr,0,19.4,20.77,1,0,0
2511-MORQY,Male,0,Yes,Yes,50,One year,No,Bank transfer (automatic),No,Yes,Yes,DSL,No,No,Yes,No,No,No,54.9,2614.1,4yr+,1,27.45,52.282,0,1,0
5356-KZCKT,Male,0,No,No,58,Two year,Yes,Credit card (automatic),No,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,24.45,1513.6,4yr+,0,24.45,26.096551724137928,0,0,0
9470-XCCEM,Male,0,Yes,Yes,35,Month-to-month,Yes,Bank transfer (automatic),No,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,No,89.65,3161.6,2-4yr,2,29.883333333333336,90.33142857142857,1,1,0
6519-CFDBX,Female,0,No,No,2,Month-to-month,Yes,Electronic check,No,Yes,No,DSL,No,No,No,No,No,No,45.4,80.95,0-1yr,0,45.4,40.475,1,1,0
3902-MIVLE,Male,0,Yes,Yes,63,Two year,No,Mailed check,No,Yes,Yes,DSL,Yes,No,Yes,Yes,No,Yes,75.7,4676.7,4yr+,4,15.14,74.23333333333333,0,1,0
0409-WTMPL,Female,0,Yes,No,58,One year,Yes,Credit card (automatic),No,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,110.65,6526.65,4yr+,5,18.441666666666666,112.52844827586206,0,1,0
8763-KIAFH,Female,0,Yes,Yes,27,One year,Yes,Mailed check,No,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,20.55,583.3,2-4yr,0,20.55,21.6037037037037,0,0,0
3669-WHAFY,Female,0,Yes,No,71,Two year,Yes,Credit card (automatic),No,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,115.15,8078.1,4yr+,6,16.45,113.77605633802817,0,1,0
3055-VTCGS,Female,0,No,No,63,One year,No,Credit card (automatic),No,Yes,No,DSL,No,No,Yes,No,No,Yes,58.55,3503.5,4yr+,2,19.516666666666666,55.611111111111114,0,1,0
3144-KMTWZ,Male,0,Yes,No,71,Month-to-month,Yes,Bank transfer (automatic),No,Yes,Yes,Fiber optic,No,Yes,Yes,No,No,Yes,93.25,6669.45,4yr+,3,23.3125,93.93591549295775,1,1,0
7279-BUYWN,Female,1,No,No,41,Month-to-month,Yes,Electronic check,Yes,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,113.2,4689.5,2-4yr,5,18.866666666666667,114.3780487804878,1,1,1
7156-MHUGY,Male,1,No,No,13,Month-to-month,Yes,Electronic check,Yes,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,90.5,1201.15,1-2yr,2,30.166666666666668,92.39615384615385,1,1,1
7198-GLXTC,Male,0,No,No,2,Month-to-month,No,Electronic check,Yes,Yes,No,Fiber optic,No,No,No,No,Yes,No,79.0,143.65,0-1yr,1,39.5,71.825,1,1,0
2007-QVGAW,Female,0,Yes,Yes,68,Two year,Yes,Bank transfer (automatic),No,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,19.35,1292.65,4yr+,0,19.35,19.009558823529414,0,0,0
5207-PLSTK,Male,0,Yes,Yes,1,Month-to-month,Yes,Mailed check,No,Yes,No,DSL,Yes,No,No,No,No,No,48.75,48.75,0-1yr,1,24.375,48.75,1,1,0
2307-FYNNL,Male,1,No,No,65,Two year,Yes,Electronic check,No,Yes,Yes,Fiber optic,Yes,No,Yes,Yes,Yes,Yes,109.05,7108.2,4yr+,5,18.175,109.35692307692307,0,1,1
5605-XNWEN,Male,1,Yes,No,72,Two year,Yes,Bank transfer (automatic),No,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,25.0,1802.55,4yr+,0,25.0,25.035416666666666,0,0,0
2155-AMQRX,Female,0,No,No,28,Month-to-month,Yes,Credit card (automatic),No,Yes,Yes,DSL,No,No,No,Yes,No,No,54.9,1505.15,2-4yr,1,27.45,53.75535714285714,1,1,0
6181-AXXYF,Male,0,Yes,Yes,72,Two year,No,Credit card (automatic),No,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,24.75,1859.1,4yr+,0,24.75,25.820833333333333,0,0,0
5091-HFAZW,Female,0,No,No,2,Month-to-month,Yes,Electronic check,No,Yes,No,Fiber optic,Yes,Yes,No,No,Yes,No,91.15,168.5,0-1yr,3,22.7875,84.25,1,1,0
0516-VRYBW,Female,0,No,Yes,18,One year,No,Bank transfer (automatic),Yes,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,20.15,390.85,1-2yr,0,20.15,21.71388888888889,0,0,0
2519-LBNQL,Male,1,Yes,No,60,One year,Yes,Electronic check,No,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,104.35,6339.45,4yr+,4,20.869999999999997,105.6575,0,1,0
8623-ULFNQ,Female,1,No,No,26,Month-to-month,Yes,Electronic check,No,Yes,Yes,DSL,No,No,No,Yes,No,Yes,66.05,1652.4,2-4yr,2,22.016666666666666,63.55384615384616,1,1,1
8380-PEFPE,Male,0,No,Yes,1,Month-to-month,Yes,Electronic check,Yes,Yes,No,Fiber optic,No,No,No,No,No,No,71.65,71.65,0-1yr,0,71.65,71.65,1,1,0
5687-DKDTV,Female,0,No,No,4,Month-to-month,No,Mailed check,Yes,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,20.35,77.5,0-1yr,0,20.35,19.375,1,0,0
1568-LJSZU,Male,0,Yes,Yes,68,Two year,Yes,Credit card (automatic),No,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,92.2,6392.85,4yr+,6,13.171428571428573,94.0125,0,1,0
7530-HDYDS,Female,0,No,No,38,Month-to-month,Yes,Credit card (automatic),Yes,Yes,No,Fiber optic,No,Yes,Yes,Yes,No,No,84.25,3264.5,2-4yr,3,21.0625,85.90789473684211,1,1,0
7789-HKSBS,Female,1,Yes,No,42,One year,Yes,Bank transfer (automatic),No,Yes,Yes,Fiber optic,Yes,No,Yes,No,Yes,Yes,105.2,4599.15,2-4yr,4,21.04,109.50357142857142,0,1,0
7416-CKTEP,Female,0,Yes,No,57,Two year,Yes,Bank transfer (automatic),No,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,19.6,1134.25,4yr+,0,19.6,19.899122807017545,0,0,0
2586-CWXVV,Male,0,Yes,No,54,Month-to-month,No,Electronic check,No,No,No phone service,DSL,No,Yes,No,No,No,No,30.4,1621.35,4yr+,1,15.2,30.025,1,1,0
3096-IZETN,Female,0,No,No,12,Month-to-month,No,Bank transfer (automatic),Yes,Yes,No,Fiber optic,No,No,No,No,No,Yes,78.1,947.3,0-1yr,1,39.05,78.94166666666666,1,1,0
2348-KCJLT,Female,0,Yes,No,44,One year,Yes,Mailed check,No,Yes,No,DSL,Yes,Yes,Yes,No,No,No,61.5,2722.2,2-4yr,3,15.375,61.86818181818182,0,1,0
8401-EMUWF,Male,0,Yes,Yes,42,Month-to-month,Yes,Bank transfer (automatic),No,Yes,Yes,DSL,Yes,Yes,No,No,Yes,No,69.4,3058.3,2-4yr,3,17.35,72.81666666666668,1,1,0
4193-IBKSW,Male,0,Yes,Yes,72,Two year,No,Bank transfer (automatic),No,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,24.75,1769.6,4yr+,0,24.75,24.577777777777776,0,0,0
5377-NDTOU,Female,0,Yes,Yes,71,Two year,No,Mailed check,No,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,91.05,6293.75,4yr+,6,13.007142857142856,88.6443661971831,0,1,0
5922-ABDVO,Female,0,Yes,No,19,Month-to-month,No,Mailed check,Yes,Yes,Yes,Fiber optic,No,No,Yes,No,No,Yes,89.65,1761.05,1-2yr,2,29.883333333333336,92.68684210526315,1,1,0
2474-LCNUE,Female,0,Yes,No,23,Month-to-month,Yes,Credit card (automatic),No,Yes,Yes,DSL,No,No,No,Yes,Yes,Yes,73.65,1642.75,1-2yr,3,18.4125,71.42391304347827,1,1,0
0839-QNXME,Female,0,No,No,30,Two year,No,Credit card (automatic),No,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,19.4,578.5,2-4yr,0,19.4,19.283333333333335,0,0,0
3506-OVLKD,Male,0,No,No,35,One year,No,Bank transfer (automatic),No,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,26.2,954.9,2-4yr,0,26.2,27.282857142857143,0,0,0
9172-ANCRX,Female,0,No,No,10,Month-to-month,Yes,Electronic check,Yes,Yes,Yes,Fiber optic,Yes,No,No,No,Yes,Yes,98.7,973.25,0-1yr,3,24.675,97.325,1,1,0
6650-VJONK,Male,0,No,No,1,Month-to-month,Yes,Bank transfer (automatic),No,Yes,No,DSL,No,No,No,No,No,No,43.85,43.85,0-1yr,0,43.85,43.85,1,1,0
2178-PMGCJ,Male,0,No,No,22,Month-to-month,Yes,Mailed check,No,Yes,No,Fiber optic,No,No,No,No,No,No,69.7,1490.4,1-2yr,0,69.7,67.74545454545455,1,1,0
7492-TAFJD,Male,0,Yes,Yes,7,Two year,No,Mailed check,No,No,No phone service,DSL,Yes,Yes,Yes,No,No,No,38.55,280.0,0-1yr,3,9.6375,40.0,0,1,0
2773-MADBQ,Female,0,No,No,36,Two year,Yes,Mailed check,No,No,No phone service,DSL,Yes,Yes,Yes,Yes,No,Yes,53.1,1901.25,2-4yr,5,8.85,52.8125,0,1,0
6016-LVTJQ,Female,0,Yes,Yes,34,Month-to-month,No,Mailed check,No,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,20.65,716.4,2-4yr,0,20.65,21.070588235294117,1,0,0
7860-KSUGX,Male,0,Yes,Yes,72,Two year,No,Credit card (automatic),No,Yes,Yes,DSL,Yes,Yes,Yes,No,No,No,64.45,4720.0,4yr+,3,16.1125,65.55555555555556,0,1,0
8966-KZXXA,Male,0,Yes,Yes,36,Two year,No,Credit card (automatic),No,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,25.1,930.95,2-4yr,0,25.1,25.859722222222224,0,0,0
6910-HADCM,Female,0,No,No,1,Month-to-month,No,Electronic check,Yes,Yes,No,Fiber optic,No,No,Yes,No,No,No,76.35,76.35,0-1yr,1,38.175,76.35,1,1,0
4816-LXZYW,Female,0,No,No,23,Month-to-month,Yes,Electronic check,Yes,Yes,Yes,Fiber optic,No,Yes,No,No,No,No,79.15,1676.95,1-2yr,1,39.575,72.9108695652174,1,1,0
9606-PBKBQ,Male,1,Yes,No,32,Month-to-month,Yes,Electronic check,Yes,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,85.0,2642.05,2-4yr,1,42.5,82.5640625,1,1,0
5149-QYTTU,Female,0,Yes,Yes,71,One year,Yes,Credit card (automatic),No,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,No,No,95.15,6770.85,4yr+,4,19.03,95.36408450704226,0,1,0
2070-XYMFH,Female,1,No,No,23,Month-to-month,Yes,Mailed check,No,Yes,Yes,Fiber optic,No,No,Yes,No,No,No,79.35,1835.3,1-2yr,1,39.675,79.79565217391304,1,1,1
2085-BOJKI,Male,0,Yes,No,17,One year,Yes,Bank transfer (automatic),No,Yes,No,Fiber optic,No,No,Yes,No,Yes,Yes,96.65,1588.25,1-2yr,3,24.1625,93.42647058823529,0,1,0
0817-HSUSE,Male,0,No,No,1,Month-to-month,Yes,Electronic check,No,Yes,No,DSL,No,No,Yes,Yes,Yes,Yes,75.5,75.5,0-1yr,4,15.1,75.5,1,1,0
5442-PPTJY,Male,0,Yes,Yes,12,Two year,No,Mailed check,No,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,19.7,258.35,0-1yr,0,19.7,21.52916666666667,0,0,0
1927-QEWMY,Female,0,Yes,No,72,Two year,No,Credit card (automatic),No,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,20.5,1502.25,4yr+,0,20.5,20.864583333333332,0,0,0
1663-MHLHE,Male,0,No,No,1,Month-to-month,No,Mailed check,No,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,19.2,19.2,0-1yr,0,19.2,19.2,1,0,0
5663-QBGIS,Male,1,Yes,No,72,Two year,No,Bank transfer (automatic),No,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,98.35,6929.4,4yr+,3,24.5875,96.24166666666666,0,1,0
4450-MDZFX,Male,0,Yes,Yes,60,Month-to-month,No,Bank transfer (automatic),No,Yes,Yes,Fiber optic,No,No,No,No,No,No,74.35,4453.3,4yr+,0,74.35,74.22166666666666,1,1,0
6701-DHKWQ,Female,0,Yes,Yes,61,Two year,No,Credit card (automatic),No,No,No phone service,DSL,No,Yes,Yes,Yes,Yes,No,51.35,3244.4,4yr+,4,10.27,53.18688524590164,0,1,0
7554-AKDQF,Female,0,Yes,No,6,Month-to-month,No,Mailed check,No,Yes,No,DSL,No,No,No,No,No,No,45.65,323.45,0-1yr,0,45.65,53.90833333333333,1,1,0
3536-IQCTX,Male,1,Yes,No,32,Month-to-month,No,Electronic check,Yes,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,85.3,2661.1,2-4yr,1,42.65,83.159375,1,1,0
4911-BANWH,Female,0,No,Yes,31,Month-to-month,Yes,Credit card (automatic),Yes,Yes,Yes,Fiber optic,No,No,No,No,Yes,No,86.55,2697.4,2-4yr,1,43.275,87.01290322580645,1,1,0
8496-EJAUI,Male,0,No,No,19,Month-to-month,Yes,Credit card (automatic),Yes,Yes,No,Fiber optic,No,Yes,No,No,No,No,73.85,1424.5,1-2yr,1,36.925,74.97368421052632,1,1,0
0794-YVSGE,Male,0,Yes,Yes,72,Two year,No,Bank transfer (automatic),No,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,20.3,1401.15,4yr+,0,20.3,19.460416666666667,0,0,0
5423-BHIXO,Female,0,No,No,32,Month-to-month,Yes,Electronic check,No,Yes,Yes,DSL,No,Yes,No,No,No,No,54.2,1739.6,2-4yr,1,27.1,54.3625,1,1,0
6908-VVYHM,Male,0,Yes,No,65,Month-to-month,Yes,Electronic check,No,Yes,Yes,Fiber optic,No,Yes,No,No,No,Yes,90.65,5931.0,4yr+,2,30.21666666666667,91.24615384615385,1,1,0
2959-EEXWB,Female,0,Yes,Yes,45,Month-to-month,Yes,Bank transfer (automatic),No,No,No phone service,DSL,Yes,No,No,No,Yes,Yes,50.9,2333.85,2-4yr,3,12.725,51.86333333333333,1,1,0
1839-UMACK,Male,0,No,No,42,One year,No,Electronic check,No,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,25.05,949.85,2-4yr,0,25.05,22.61547619047619,0,0,0
3030-YDNRM,Male,0,No,No,8,Month-to-month,Yes,Electronic check,No,Yes,Yes,Fiber optic,No,No,No,No,No,No,74.85,572.45,0-1yr,0,74.85,71.55625,1,1,0
7321-KKSDU,Male,0,No,Yes,32,Two year,No,Mailed check,No,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,20.5,696.8,2-4yr,0,20.5,21.775,0,0,0
3402-XRIUO,Female,1,Yes,No,22,Month-to-month,Yes,Mailed check,No,Yes,Yes,DSL,Yes,Yes,No,Yes,No,No,63.55,1381.8,1-2yr,3,15.8875,62.809090909090905,1,1,0
3132-TVFDZ,Male,1,Yes,No,57,Month-to-month,Yes,Electronic check,Yes,No,No phone service,DSL,No,No,No,No,Yes,Yes,44.85,2572.95,4yr+,2,14.950000000000001,45.13947368421052,1,1,0
8286-AFUYI,Male,0,No,No,1,Month-to-month,No,Electronic check,No,Yes,No,DSL,Yes,No,No,No,No,No,47.95,47.95,0-1yr,1,23.975,47.95,1,1,0
8080-DDEMJ,Male,1,No,No,1,Month-to-month,No,Electronic check,Yes,Yes,No,DSL,No,No,No,No,No,No,45.1,45.1,0-1yr,0,45.1,45.1,1,1,1
8356-WUAOJ,Female,0,Yes,No,1,Month-to-month,Yes,Electronic check,No,Yes,No,DSL,No,No,No,No,No,No,45.0,45.0,0-1yr,0,45.0,45.0,1,1,0
6365-MTGZX,Male,0,No,No,24,Month-to-month,Yes,Electronic check,Yes,Yes,No,Fiber optic,No,No,No,Yes,Yes,Yes,96.0,2122.45,1-2yr,3,24.0,88.43541666666665,1,1,0
1349-WXNGG,Male,0,No,No,1,Month-to-month,No,Bank transfer (automatic),Yes,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,20.05,20.05,0-1yr,0,20.05,20.05,1,0,0
8058-DMYRU,Male,1,No,No,54,Month-to-month,Yes,Electronic check,No,Yes,Yes,Fiber optic,No,Yes,No,No,No,Yes,90.05,4931.8,4yr+,2,30.016666666666666,91.32962962962964,1,1,1
9350-ZXYJC,Female,0,No,No,4,Two year,Yes,Credit card (automatic),No,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,25.3,116.95,0-1yr,0,25.3,29.2375,0,0,0
6990-YNRIO,Male,0,Yes,Yes,65,Two year,No,Bank transfer (automatic),Yes,Yes,Yes,Fiber optic,Yes,No,Yes,Yes,Yes,Yes,108.65,6937.95,4yr+,5,18.108333333333334,106.7376923076923,0,1,0
8958-JPTRR,Female,0,Yes,No,56,One year,No,Electronic check,No,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,24.3,1261.7,4yr+,0,24.3,22.530357142857145,0,0,0
6959-GQEGV,Male,0,No,No,45,Month-to-month,Yes,Electronic check,No,Yes,No,DSL,Yes,No,Yes,No,Yes,Yes,75.95,3273.8,2-4yr,4,15.190000000000001,72.75111111111111,1,1,0
3173-WSSUE,Female,0,Yes,Yes,71,Two year,No,Credit card (automatic),No,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,19.7,1415.85,4yr+,0,19.7,19.941549295774646,0,0,0
1265-HVPZB,Male,0,Yes,No,59,One year,No,Credit card (automatic),No,Yes,No,DSL,Yes,Yes,Yes,No,Yes,No,66.4,3958.2,4yr+,4,13.280000000000001,67.08813559322033,0,1,0
4115-UMJFQ,Male,0,No,No,69,One year,Yes,Bank transfer (automatic),No,No,No phone service,DSL,No,Yes,Yes,No,No,No,35.75,2492.25,4yr+,2,11.916666666666666,36.119565217391305,0,1,0
7369-TRPFD,Male,0,No,No,19,One year,No,Mailed check,No,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,18.8,279.2,1-2yr,0,18.8,14.694736842105263,0,0,0
1098-KFQEC,Female,0,Yes,Yes,55,Two year,No,Credit card (automatic),No,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,19.4,1083.0,4yr+,0,19.4,19.69090909090909,0,0,0
7190-XHTWJ,Female,0,No,No,38,One year,No,Mailed check,No,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,19.3,755.5,2-4yr,0,19.3,19.88157894736842,0,0,0
0621-TWIEM,Male,0,No,No,10,Month-to-month,Yes,Electronic check,Yes,Yes,No,DSL,No,No,No,No,No,No,45.55,402.6,0-1yr,0,45.55,40.260000000000005,1,1,0
3537-RYBHH,Female,1,Yes,No,47,Month-to-month,Yes,Credit card (automatic),No,Yes,Yes,DSL,Yes,Yes,Yes,No,No,No,67.45,3252.0,2-4yr,3,16.8625,69.19148936170212,1,1,0
2485-ITVKB,Female,0,Yes,No,2,Month-to-month,Yes,Electronic check,Yes,No,No phone service,DSL,No,No,No,No,No,Yes,35.1,68.75,0-1yr,1,17.55,34.375,1,1,0
3669-OYSJI,Male,0,No,No,1,Month-to-month,No,Credit card (automatic),Yes,Yes,No,DSL,No,No,No,No,No,No,46.2,46.2,0-1yr,0,46.2,46.2,1,1,0
1612-EOHDH,Female,0,No,No,1,Month-to-month,No,Electronic check,Yes,Yes,No,DSL,No,No,No,No,No,No,45.15,45.15,0-1yr,0,45.15,45.15,1,1,0
6702-OHFWR,Male,1,No,No,1,Month-to-month,Yes,Electronic check,Yes,No,No phone service,DSL,No,Yes,Yes,No,No,Yes,43.3,43.3,0-1yr,3,10.825,43.3,1,1,1
5296-BFCYD,Male,0,Yes,Yes,46,Two year,Yes,Mailed check,No,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,20.1,936.85,2-4yr,0,20.1,20.366304347826087,0,0,0
4510-PYUSH,Female,1,No,No,38,Month-to-month,Yes,Credit card (automatic),Yes,Yes,No,DSL,Yes,Yes,No,No,No,No,57.15,2250.65,2-4yr,2,19.05,59.227631578947374,1,1,1
9359-JANWS,Female,0,Yes,No,65,Two year,No,Credit card (automatic),No,Yes,No,DSL,Yes,No,Yes,Yes,No,No,58.9,3857.1,4yr+,3,14.725,59.339999999999996,0,1,0
7517-SAWMO,Female,0,Yes,No,19,Month-to-month,Yes,Electronic check,Yes,Yes,No,Fiber optic,Yes,No,No,No,No,No,73.2,1441.1,1-2yr,1,36.6,75.84736842105262,1,1,0
4143-HHPMK,Male,0,No,No,52,Month-to-month,Yes,Electronic check,Yes,Yes,No,Fiber optic,No,Yes,No,No,No,Yes,85.35,4338.6,4yr+,2,28.45,83.4346153846154,1,1,0
