customerID,gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn
9740-BFGGC,Male,0,No,Yes,48,Yes,No phone service,Fiber optic,Yes,Yes,Yes,Yes,No,Yes,One year,Yes,Bank transfer (automatic),58.3,2795.91,No
4014-BGBBG,Male,1,No,Yes,52,Yes,Yes,DSL,No,Yes,Yes,No,No,No,Month-to-month,Yes,Electronic check,110.37,5898.33,Yes
6008-FBEGH,Male,0,Yes,Yes,8,Yes,No phone service,Fiber optic,No,No,No,Yes,No,No,One year,No,Bank transfer (automatic),109.81,832.51,No
5597-GBECH,Male,0,Yes,Yes,62,Yes,No phone service,Fiber optic,No,Yes,Yes,No,No,Yes,One year,No,Mailed check,74.27,4265.67,No
6961-EFGGE,Male,0,Yes,No,37,Yes,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Credit card (automatic),31.66,1142.33,Yes
7052-BFEGD,Female,1,Yes,No,5,Yes,No phone service,Fiber optic,No,No,Yes,No,No,No,Two year,Yes,Bank transfer (automatic),40.32,196.19,Yes
8976-GHAHD,Male,0,No,Yes,28,Yes,Yes,Fiber optic,No,Yes,Yes,No,No,Yes,One year,No,Credit card (automatic),70.67,1885.63,No
3095-EBFAE,Male,0,Yes,No,20,Yes,No phone service,DSL,Yes,No,Yes,Yes,No,No,One year,Yes,Mailed check,84.02,1615.93,Yes
9369-CFCDE,Male,0,Yes,Yes,18,Yes,No phone service,Fiber optic,No,Yes,Yes,Yes,No,Yes,Two year,Yes,Electronic check,99.05,1824.03,Yes
8069-ECAEB,Female,0,No,No,16,Yes,No phone service,Fiber optic,Yes,No,Yes,No,No,Yes,Month-to-month,No,Credit card (automatic),110.0,1726.37,Yes
9561-AAFFC,Female,0,No,No,24,Yes,No phone service,Fiber optic,No,No,No,No,Yes,No,Two year,No,Mailed check,18.56,450.58,Yes
6641-GDBGA,Male,0,Yes,Yes,71,Yes,No,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,No,Credit card (automatic),74.6,4968.56,No
7296-HDFCH,Male,1,Yes,No,8,Yes,Yes,DSL,No,Yes,Yes,Yes,Yes,Yes,One year,Yes,Electronic check,44.84,342.8,No
7474-DBAFH,Female,0,No,No,11,No,No,DSL,Yes,Yes,No,No,Yes,No,Month-to-month,No,Electronic check,119.68,1338.8,No
9409-HHGEF,Female,0,Yes,No,9,No,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Electronic check,69.32,593.31,Yes
4610-FBCHE,Male,0,No,Yes,14,Yes,No,Fiber optic,No,Yes,Yes,No,No,No,Month-to-month,No,Mailed check,44.3,593.78,No
5348-BBBEB,Male,0,Yes,No,24,Yes,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),68.9,1537.77,No
5501-DHHCB,Male,0,No,No,40,No,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),68.22,2859.25,No
6171-FABEC,Female,0,No,Yes,22,Yes,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,64.63,1305.35,No
7563-CBBEB,Male,0,Yes,No,54,Yes,Yes,Fiber optic,Yes,Yes,No,Yes,Yes,No,One year,Yes,Bank transfer (automatic),39.47,2142.26,No
2621-FAGDF,Female,0,No,No,38,Yes,No phone service,Fiber optic,No,No,Yes,No,Yes,No,Two year,Yes,Mailed check,43.6,1704.47,Yes
8322-HDCFB,Male,0,No,No,45,Yes,No phone service,Fiber optic,No,Yes,Yes,Yes,No,Yes,One year,No,Bank transfer (automatic),51.16,2248.25,No
6950-FEDBG,Male,0,No,Yes,34,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,79.75,2601.19,No
2363-AEAHD,Male,0,No,No,70,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,No,No,One year,No,Credit card (automatic),23.49,1670.02,No
8126-EFCCE,Male,0,No,No,69,Yes,No,DSL,Yes,Yes,Yes,No,No,No,Two year,Yes,Credit card (automatic),36.06,2462.36,No
4788-GEBHD,Male,0,No,No,38,Yes,Yes,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Mailed check,18.93,693.85,No
9060-BAAEB,Male,0,Yes,No,37,Yes,Yes,DSL,Yes,Yes,Yes,No,Yes,No,One year,No,Credit card (automatic),29.26,1048.3,No
3393-AGADB,Female,0,Yes,Yes,59,No,No phone service,Fiber optic,Yes,No,No,Yes,Yes,Yes,One year,Yes,Mailed check,89.09,4755.7,Yes
1691-FEADC,Female,1,Yes,Yes,49,Yes,No,Fiber optic,No,Yes,Yes,No,Yes,No,Month-to-month,Yes,Electronic check,87.51,4059.94,No
5075-BAEHH,Male,0,Yes,Yes,60,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Credit card (automatic),88.22,4886.94,No
5107-HDDCF,Male,0,No,No,24,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Electronic check,20.18,463.33,No
8439-AFDBA,Female,0,Yes,No,19,Yes,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,63.84,1240.75,No
7714-FAEAG,Male,0,Yes,Yes,63,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),96.1,5588.84,No
7002-BFAHF,Male,0,Yes,No,62,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Bank transfer (automatic),71.63,4464.14,Yes
4537-HAFEB,Male,0,Yes,No,5,Yes,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),92.9,476.19,Yes
7579-EFEEH,Female,0,No,No,54,Yes,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,108.05,5397.22,Yes
5162-CDHAA,Female,0,Yes,No,69,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,39.82,2788.4,No
3534-ADBCH,Male,0,No,Yes,35,Yes,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),111.75,3820.08,No
2562-ECFEA,Male,1,No,No,22,Yes,No,Fiber optic,No,Yes,Yes,Yes,No,Yes,One year,Yes,Bank transfer (automatic),67.8,1543.59,No
1827-FHHGE,Male,0,No,No,72,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,33.26,2335.71,Yes
3136-GDBDE,Male,0,No,No,51,Yes,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),44.78,2191.92,No
1396-GBCGG,Male,0,Yes,Yes,46,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,No,Month-to-month,No,Electronic check,53.53,2334.61,No
4471-BECDF,Male,0,Yes,No,57,Yes,No phone service,Fiber optic,Yes,No,Yes,Yes,No,Yes,Two year,No,Electronic check,66.06,3576.33,No
6901-GAGFB,Female,0,Yes,No,1,Yes,No phone service,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,Month-to-month,No,Bank transfer (automatic),24.79,24.77,No
6822-FBHEG,Female,1,Yes,No,50,Yes,No,Fiber optic,No,Yes,Yes,No,Yes,No,Month-to-month,Yes,Credit card (automatic),93.93,4239.79,No
9869-FBBFH,Male,0,Yes,Yes,42,Yes,No phone service,Fiber optic,Yes,Yes,No,Yes,Yes,No,One year,No,Bank transfer (automatic),63.82,2465.38,No
1429-GECEB,Male,0,Yes,No,35,Yes,No,Fiber optic,Yes,No,No,Yes,No,No,One year,Yes,Mailed check,33.5,1088.3,Yes
5421-HBFBB,Male,1,No,No,28,Yes,No,DSL,Yes,No,No,Yes,No,No,One year,Yes,Electronic check,21.29,604.87,Yes
9498-EHADG,Male,0,No,No,58,Yes,No,Fiber optic,No,Yes,No,No,Yes,Yes,One year,No,Electronic check,102.36,5380.96,No
9952-BDDBE,Male,1,Yes,No,64,Yes,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Electronic check,29.54,1922.34,No
7292-FHEBE,Male,0,No,Yes,14,Yes,Yes,DSL,Yes,Yes,No,No,No,No,One year,Yes,Electronic check,90.04,1254.4,Yes
9153-GEAHB,Female,0,No,Yes,25,Yes,Yes,DSL,Yes,No,Yes,Yes,Yes,Yes,Month-to-month,No,Electronic check,18.36,465.8,Yes
2436-ADBFE,Male,1,No,Yes,4,Yes,No,DSL,No,No,No,Yes,No,Yes,One year,No,Mailed check,86.03,352.96,No
4425-EAFFH,Female,0,No,No,35,Yes,No,DSL,No,No,Yes,No,No,No,Month-to-month,Yes,Bank transfer (automatic),51.58,1736.81,Yes
4396-GHDCE,Male,0,Yes,No,0,Yes,Yes,DSL,No,No,No,Yes,Yes,No,One year,No,Electronic check,30.06,,No
8774-GFDFH,Female,0,No,Yes,24,Yes,No,DSL,No,Yes,Yes,No,No,Yes,Month-to-month,No,Electronic check,51.71,1179.84,No
7382-BAGCG,Male,0,Yes,No,48,Yes,No,Fiber optic,No,No,Yes,No,Yes,Yes,One year,Yes,Mailed check,81.9,4034.83,No
3524-BHFEG,Male,0,Yes,Yes,56,Yes,Yes,DSL,No,No,Yes,Yes,No,Yes,Two year,Yes,Bank transfer (automatic),69.61,3975.55,No
1368-ECHCB,Female,0,No,Yes,5,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,No,Two year,No,Bank transfer (automatic),28.52,144.73,No
6549-EAAHA,Female,0,No,No,36,Yes,No phone service,DSL,No,No,No,No,Yes,Yes,One year,Yes,Electronic check,76.56,2551.35,No
8625-DHBHC,Female,0,No,No,59,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,27.92,1559.25,No
3087-EDFAE,Male,0,No,No,61,Yes,Yes,Fiber optic,Yes,Yes,No,No,Yes,No,Month-to-month,No,Credit card (automatic),65.05,3672.91,No
2276-FFGAE,Female,0,No,Yes,43,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),73.54,2958.01,No
3276-HHFAB,Male,0,No,No,63,Yes,No,Fiber optic,Yes,Yes,No,No,No,No,Two year,No,Electronic check,83.79,4799.58,Yes
5819-AHHAE,Female,0,No,Yes,1,Yes,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),80.37,78.49,No
3841-DBDHG,Male,0,Yes,Yes,48,Yes,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),59.42,2753.13,Yes
7813-GHFHE,Female,0,No,No,55,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Credit card (automatic),117.45,5945.34,Yes
7012-AADCE,Male,0,No,No,30,Yes,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Mailed check,90.64,2557.1,No
1864-HEADH,Female,0,No,No,9,Yes,No phone service,Fiber optic,No,No,Yes,No,Yes,Yes,Two year,No,Electronic check,87.78,774.91,No
5552-CECCF,Male,1,Yes,No,62,Yes,Yes,Fiber optic,No,Yes,No,Yes,Yes,No,Month-to-month,Yes,Mailed check,26.42,1598.46,No
3740-BFCFG,Male,0,No,No,52,Yes,No,Fiber optic,Yes,No,No,No,No,Yes,Two year,No,Electronic check,96.58,4699.2,No
1672-AECGE,Female,0,No,Yes,57,Yes,No phone service,Fiber optic,No,No,Yes,Yes,No,Yes,One year,Yes,Electronic check,56.96,3075.79,No
6759-BCBAA,Male,1,Yes,Yes,1,Yes,No phone service,DSL,Yes,No,Yes,Yes,Yes,No,One year,No,Electronic check,59.95,58.68,No
6298-CGCAD,Male,0,No,Yes,58,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,112.11,6121.71,No
2740-HFAAE,Female,0,Yes,No,62,Yes,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),29.06,1767.66,No
9444-FGDDF,Male,0,Yes,No,19,No,No,Fiber optic,Yes,No,No,No,No,Yes,Two year,Yes,Bank transfer (automatic),89.41,1759.42,No
4327-BADBF,Male,0,No,No,43,Yes,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Mailed check,26.21,1092.03,No
7369-AECEG,Female,1,Yes,Yes,24,Yes,No,DSL,Yes,No,Yes,Yes,No,Yes,Two year,Yes,Electronic check,20.59,518.6,Yes
1750-BFAFH,Male,0,Yes,Yes,18,Yes,Yes,DSL,Yes,No,Yes,Yes,Yes,No,One year,No,Bank transfer (automatic),67.87,1102.99,No
1746-ECABD,Female,0,No,Yes,69,No,Yes,DSL,Yes,Yes,No,Yes,Yes,No,Month-to-month,Yes,Electronic check,32.01,2264.93,No
8798-FBFED,Male,0,Yes,Yes,11,Yes,No phone service,DSL,Yes,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,90.09,980.15,No
8605-GFCBG,Female,0,Yes,Yes,46,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Credit card (automatic),106.0,5110.13,No
2710-FHBGD,Male,0,Yes,No,42,Yes,No,Fiber optic,No,Yes,No,Yes,Yes,No,Month-to-month,Yes,Mailed check,80.92,3512.54,No
8716-EADBE,Male,0,Yes,No,52,Yes,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,106.73,5307.59,Yes
2820-GDBCH,Male,0,Yes,Yes,16,Yes,No phone service,Fiber optic,No,Yes,No,No,No,Yes,Two year,No,Mailed check,21.27,335.32,No
3440-HHDAH,Male,0,No,No,41,Yes,No phone service,DSL,Yes,No,No,Yes,Yes,Yes,Two year,No,Mailed check,62.29,2383.7,No
8860-FBDEE,Female,0,Yes,No,45,Yes,No,DSL,No,Yes,Yes,No,No,Yes,One year,No,Bank transfer (automatic),48.17,2161.46,Yes
6500-FAHFH,Male,0,No,Yes,69,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Mailed check,76.67,4925.58,No
4437-GGCHE,Female,0,Yes,No,42,Yes,No,DSL,Yes,No,No,No,No,Yes,Month-to-month,No,Electronic check,42.34,1630.74,No
2791-BABBB,Male,0,Yes,No,50,Yes,No,DSL,Yes,No,Yes,Yes,Yes,Yes,Two year,No,Credit card (automatic),109.59,5168.57,No
9686-GDCBG,Male,0,Yes,No,43,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),84.89,3716.06,No
9770-CHGFF,Male,0,Yes,Yes,58,No,No phone service,Fiber optic,Yes,No,No,No,Yes,Yes,Two year,Yes,Bank transfer (automatic),115.53,6652.46,Yes
5940-AAHGH,Female,0,No,No,18,Yes,No,Fiber optic,Yes,No,No,Yes,No,Yes,Month-to-month,Yes,Bank transfer (automatic),56.04,989.53,Yes
6347-AFEBH,Female,0,Yes,No,51,Yes,Yes,DSL,No,Yes,No,No,Yes,No,One year,Yes,Credit card (automatic),80.99,3853.97,No
8300-GAFDH,Female,0,No,No,49,Yes,No phone service,Fiber optic,Yes,Yes,Yes,No,No,No,Month-to-month,No,Electronic check,56.03,2588.15,No
8571-FGBBD,Female,0,No,No,52,Yes,No phone service,DSL,No,Yes,Yes,Yes,Yes,No,One year,No,Electronic check,83.16,4069.18,Yes
5009-AGDHE,Female,0,No,No,36,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Bank transfer (automatic),60.55,2122.65,No
6237-DFCAC,Female,0,No,Yes,2,Yes,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,104.22,192.69,Yes
5932-CFCEC,Male,0,No,No,41,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Electronic check,106.99,4491.97,No
9612-GFFGD,Male,0,Yes,Yes,19,Yes,No,DSL,No,Yes,No,No,Yes,No,Month-to-month,Yes,Mailed check,69.35,1350.24,No
2287-DGAAD,Female,0,Yes,Yes,18,Yes,No phone service,DSL,Yes,No,Yes,No,Yes,Yes,One year,Yes,Electronic check,88.18,1501.71,Yes
1479-AGHHC,Male,1,Yes,Yes,26,Yes,No phone service,DSL,Yes,Yes,Yes,No,Yes,Yes,Two year,Yes,Mailed check,77.94,1884.6,No
2758-BCDBB,Male,0,No,Yes,60,Yes,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),55.38,3284.28,No
2895-DDFFG,Male,0,No,No,36,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,74.83,2440.9,No
2392-ADFHF,Male,0,Yes,No,62,Yes,No,DSL,Yes,Yes,No,No,No,No,Two year,No,Bank transfer (automatic),86.55,5148.53,No
8448-ACDFB,Male,0,Yes,No,51,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Two year,No,Credit card (automatic),118.73,5914.22,Yes
6629-GEAGH,Male,0,No,No,37,Yes,Yes,DSL,Yes,Yes,No,Yes,No,No,Month-to-month,No,Credit card (automatic),85.53,3080.87,Yes
9837-EDGED,Female,0,No,No,14,Yes,No,Fiber optic,No,Yes,Yes,Yes,Yes,No,One year,Yes,Bank transfer (automatic),76.02,1036.16,No
1924-FBFEH,Male,1,Yes,No,12,Yes,No phone service,Fiber optic,No,Yes,No,No,No,No,Month-to-month,No,Electronic check,61.67,776.15,No
9001-AFCEG,Female,0,No,No,48,No,Yes,Fiber optic,No,Yes,Yes,No,No,Yes,One year,No,Mailed check,76.18,3467.82,Yes
5478-AGDBG,Female,0,No,No,11,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Credit card (automatic),91.21,990.0,No
1304-FEBDF,Female,0,No,Yes,65,Yes,No,Fiber optic,No,Yes,Yes,Yes,No,No,One year,No,Electronic check,64.23,4235.55,Yes
3631-CEDAB,Male,0,No,No,26,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Mailed check,104.29,2548.96,No
3883-FAFGA,Male,0,No,Yes,34,No,No,DSL,No,Yes,No,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),31.92,1018.82,No
6395-GFGFH,Male,0,Yes,Yes,11,No,No,Fiber optic,No,No,Yes,No,No,Yes,One year,No,Credit card (automatic),42.28,427.1,No
6947-DCCFH,Male,1,Yes,Yes,31,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Electronic check,116.26,3719.08,No
7438-HHCHG,Female,0,Yes,No,30,Yes,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Bank transfer (automatic),105.48,3032.35,No
7920-HGGFE,Female,0,No,No,62,Yes,Yes,DSL,Yes,No,Yes,Yes,No,Yes,Two year,No,Bank transfer (automatic),66.05,3939.26,No
3131-GFGCD,Male,0,No,No,10,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Credit card (automatic),29.3,274.67,No
4747-HHBFB,Female,0,No,Yes,28,Yes,No,Fiber optic,Yes,Yes,Yes,No,No,No,Month-to-month,Yes,Mailed check,20.11,508.71,No
4385-EHCFD,Female,0,Yes,No,34,No,Yes,DSL,No,Yes,No,No,Yes,Yes,One year,Yes,Bank transfer (automatic),47.37,1568.91,Yes
5198-AEAHD,Female,1,Yes,Yes,50,Yes,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Credit card (automatic),88.06,4433.82,No
3938-CEHHB,Female,0,No,Yes,47,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),31.49,1530.11,Yes
5321-EDBFD,Male,0,No,Yes,46,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,No,Yes,Two year,No,Credit card (automatic),112.48,4876.25,No
8949-DAFBC,Male,1,Yes,Yes,63,Yes,No,DSL,Yes,Yes,Yes,No,Yes,Yes,One year,Yes,Bank transfer (automatic),22.16,1331.13,No
2737-GBAGF,Female,0,No,Yes,36,Yes,Yes,DSL,No,No,Yes,Yes,Yes,No,One year,Yes,Electronic check,87.49,3156.24,No
7535-AGBGC,Male,0,No,No,48,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Bank transfer (automatic),27.44,1235.82,Yes
7358-DEDGG,Male,0,No,Yes,12,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Mailed check,102.87,1205.92,No
8165-AGCHF,Female,1,No,No,67,Yes,No phone service,Fiber optic,Yes,Yes,Yes,No,No,Yes,One year,No,Bank transfer (automatic),82.22,5391.41,No
8583-BBDAH,Female,0,No,No,10,Yes,No,Fiber optic,No,Yes,Yes,Yes,Yes,No,Two year,Yes,Credit card (automatic),96.4,869.95,No
8817-DDFFF,Female,0,No,No,2,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,18.6,34.13,Yes
1439-BFFDF,Male,0,No,Yes,14,Yes,Yes,DSL,Yes,Yes,Yes,No,No,No,Month-to-month,No,Mailed check,101.23,1423.46,Yes
1129-AGDDD,Female,0,No,No,37,Yes,No phone service,DSL,No,Yes,Yes,Yes,No,No,Two year,Yes,Bank transfer (automatic),76.08,2885.55,Yes
6681-DDBFD,Female,0,Yes,No,53,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,108.69,5285.56,No
